Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.43996018498762113,-2.0767573878862726,-2.257619700647801,-7.414043997398654,2.4731603168693,11.0950886001596,-2.0986366437502646,-1.8169790995399715,0.8722036202055579,-6.929960950521935,-1.2553827548679668,-1.70222840135659,-3.734586744762949,0.6636972974283191,1.8373717121469435,-0.853278737208274,-4.0791400524200245,4.592026146249943,-3.4897006501128134,1.0552620618859803,-3.0528887331194188,1.45157123426142,-0.9660648290379807,1.0223859698805875,-1.076161546440136,0.4619949553770434,-0.33976861789997703,-0.6835801957692246,1.6803094021755898,-0.16207766000968948,1
-0.4825301256081279,-5.655085635893735,-8.40215367768915,-11.32449067575299,-1.31327481447103,4.160215103464925,-2.408400250826584,2.7274769108541452,1.087270087993526,-3.7309446389929057,-1.80567491689142,8.588185013793169,-8.827942545425246,-2.7345700869740335,0.8116582071623952,-0.7212942633363844,-1.3464153085929162,-21.321072154035235,-4.190959185091007,-0.5883802974102936,0.32180163835176057,0.8944428646310043,1.3766505878600546,0.5529405011625546,-1.051437860175076,0.43762792556557484,0.8190698270710711,-4.414340835126991,-0.3854125252630318,-0.35322939296682354,1
0.3036064019978383,-8.928375568601359,-1.580914958407003,-21.863306065493713,-1.31327481447103,5.38199236028348,-2.3779031386995473,0.257449128209569,1.7337357201345696,-3.6420322245545713,-4.515780590262021,-1.0923147516183862,-7.683759178148976,0.5246133791087337,1.0896244252029188,-1.747883769423898,-4.057156711771716,-7.169546592497844,-4.462764671757707,1.5407772745467256,-1.9079852199176537,2.048892299343664,0.38244439941149444,0.12026286809112469,-1.5882896755117952,0.9731300806709832,1.5048567250114542,-4.236460803496289,-1.86929047595671,-0.30855786737355756,1
-0.7312536779015839,-7.058497126899811,-2.4535464877866637,0.40085516484091777,3.6443459321951286,-0.0439879251133638,-0.07360743272691206,3.8564522038606555,-1.3710303915049322,-5.442425194584905,-7.1502502729392585,-1.70222840135659,1.37594135044076,-1.2793182229146831,2.3580838429084654,-0.4756906447872932,0.8468775488331199,-8.53317740261419,-3.2825494390336476,0.457450318740116,-0.6036517886787038,0.2817124158724407,-1.9166211002697868,-0.5071665087425302,-1.1544743363552377,2.20820917836653,0.7669355436968474,-0.5940229570544295,-0.45242084929888104,-0.35322939296682354,1
-0.6628158126076849,0.8262526287177311,-2.797187156642247,-11.64858414713326,3.3968456736939583,6.441360978837964,0.44261926864994927,-10.281024152868946,-2.749555902080645,-4.60993652964874,-5.3802998472762456,1.5407329896863144,-18.397231984496624,-0.45889217430879764,-1.0685347731515424,-0.20795856835605425,2.830171599295535,-8.468170993626295,-2.531536522298056,-0.25629966963146833,0.06577298224265013,3.385172991372288,-0.9154051397667132,-0.3849837438757352,0.42186130064190774,0.7195647868372679,0.7716137634359599,-0.8315717776048577,1.77936385243205,-0.35322939296682354,1
-0.7055109907907469,-4.880524499513283,0.8068014459093742,-5.19770161056877,2.3901573530052933,-0.6044428384837074,-0.9125104195022797,1.552651705564727,2.1825962093707183,-4.8922324795475,-9.352376334537267,3.0197820598667904,-8.674667435313287,-1.363121291529634,-4.825885569880615,-1.1830217458378192,-7.129548930318226,-22.207253494159787,-3.0735735172134784,0.8363206609656221,0.809891297839068,0.6566110595960863,0.888064854730505,0.5701732960553628,-0.6157986818126526,0.9737026045333497,0.8365244220968864,-4.331686408086861,-1.6723799187855728,1.1695851388305205,1
-1.0349594060635756,-7.432030200608275,-2.6495106442083705,-5.372039747325693,5.966441973852799,3.6868669250347974,2.917727820934325,-1.785700970023127,-0.8024116504996875,-5.779939322179737,-9.179461321916989,1.2479816566863446,-9.642585692347676,-0.9612274056283514,0.2708130851567643,-0.4016500872722324,-0.8495551745973522,-13.889576201474583,-2.6337754052580213,1.9411403461537762,-0.6711783169974035,-1.4373296355074345,0.846873987097794,0.4011092224976709,-0.7150014068192614,0.8243792367498136,1.4544804904973132,-0.40158689011349835,0.030424379208760455,-0.35322939296682354,1
0.2462095041223068,-1.5172516823809894,-0.925482226914041,-2.5445382314026004,1.2333808117047251,4.467928492275503,-5.595660699586871,4.298495435664635,1.421629600966491,-5.2670817658276246,-0.45944965487826606,-1.0080283640909515,-10.3034753306251,-0.5397225056157081,-9.933344341764258,-1.7483402484868422,-9.299155123460913,-7.625415492767605,-4.086725959967238,1.6606675188898432,-0.8311198603077297,2.4558085955661424,0.16255760635084776,1.4073619402658173,-1.1861351195783494,1.2870141615905337,-0.16977614355625503,-0.7524689399186402,-0.6718929524391075,0.309294334681105,1
-1.5663923704316078,-1.2509187687367382,-1.0619328979392182,1.260753872476652,0.02053401837870439,0.7521486506296586,-4.147442427018342,1.428016593436645,0.24163808681132742,-4.9108125386044,-5.5581611926832695,-1.70222840135659,-6.1405093056630715,-3.12779501198771,-11.525319181674037,-0.44532791638568997,2.7237184031821418,-11.113049659146043,-3.183148030689851,-1.9792394037649035,0.6919889539903692,1.7414204668254394,-0.8489651873978444,0.6176710341797823,-1.4616948706398136,-1.0600985435916983,0.2944717107586108,-0.45747359927291364,-0.22931203090320876,-0.35322939296682354,1
0.48478790722930654,-4.570330369912949,0.5085596484948338,-5.421948809356333,2.8168701251714854,4.621044964998632,0.3048978933992432,3.3553757222176603,-1.8414900957669267,0.15735119637309247,-3.6829650075579696,1.7475364943134046,-9.820663254221888,-1.6832393414079732,-3.1769067893973313,0.28871655849089656,-0.8971159799964679,-5.592123487898158,0.8518493728289617,-0.21538556540770126,-1.1122488357598785,2.350059185403455,-0.49097753017083917,1.0106392900853993,0.06484414015243589,0.934030639746762,0.8714174724718882,-0.35845858343013826,-0.3412165913517575,-0.35322939296682354,1
